Sentence,Count,Found Phrases,NumWords,ChangedWords,ChangedWordsPercentage
Остюк придивився до її обличчя,3,обличчя|її|до,5,3,60.0
До кімнати зайшла якась особа,3,до|особа|якась,5,3,60.0
Як же де він так,3,так|як|він,5,3,60.0
"Просто трохи неприємно, бо значить є якась справа до нього",6,справа|до|трохи|є|якась|до нього,10,6,60.0
Ці рядки зринули якось ненароком,3,якось|ненароком|ці,5,3,60.0
Ось так вони й зібралися,3,ось|вони|так,5,3,60.0
"Зустрінемося там, де Бог покличе""",3,там|бог|зустрінемося,5,3,60.0
Від неї нікуди подітись оку,3,нікуди|неї|від,5,3,60.0
Коло плугів працює веселий народ,3,веселий|народ|коло,5,3,60.0
Ми зупинились коло першої нори,3,коло|нори|ми,5,3,60.0
Злива сліз затопила йому горло,3,злива|йому|горло,5,3,60.0
"Треба зараз вигадати заголовок, аби потім не витрачати золотого часу",6,потім|треба|аби|зараз|вигадати|витрачати,10,6,60.0
Навіть зараз я живу нею..,3,зараз|живу|я,5,3,60.0
"Чи ж не так, Варивоне",3,так|не так|чи,5,3,60.0
Раптом глибокий спокій огорнув його,3,спокій|раптом|його,5,3,60.0
Потім обоє попадали в яму,3,потім|обоє|попадали,5,3,60.0
Та тільки навіщо вона вам,3,тільки|вона|навіщо,5,3,60.0
— Чи ти не той?!,3,ти|чи|той,5,3,60.0
Внизу ми аж відчуваєм холодок,3,ми|внизу|аж,5,3,60.0
Але нехай-но Ромцьо скінчить вишкіл!.,3,вишкіл|нехай|але,5,3,60.0
"— Цілком можливо, що входить",3,цілком|що|можливо,5,3,60.0
А Андрій не може заснути,3,може|андрій|не може,5,3,60.0
"А хочеться знати, звідки взнала",3,звідки|хочеться|знати,5,3,60.0
А тут це діло сурйозне,3,діло|це|тут,5,3,60.0
Цей вечір був справді казковий,3,справді|вечір|цей,5,3,60.0
"Може, це він уже збожеволів?",3,може|він|це,5,3,60.0
— Ти що тут ворожиш,3,ти|що|тут,5,3,60.0
"Я боявся, що він знепритомніє",3,я|що|він,5,3,60.0
Це щоб потім не клацати,3,щоб|це|потім,5,3,60.0
"Він попрямував до хати пічника — там пустка, як всюди",6,всюди|до хати|як|до|там|він,10,6,60.0
"— Справді як ""Санта- Марія""",3,марія|справді|як,5,3,60.0
"— Кажу вам рішуче, що цього ніколи не може бути",6,кажу|цього|бути|може|не може|що,10,6,60.0
— Це кожному може трапитись,3,кожному|це|може,5,3,60.0
"Дядько побачив: ""Так і є",3,так|є|дядько,5,3,60.0
А причина одна — чекання,3,причина|одна|чекання,5,3,60.0
Що це за гості мені,3,мені|що|це,5,3,60.0
"Мабуть, йому щось наснилося, правда",3,йому|щось|мабуть,5,3,60.0
"Я поспішав показати його Марійці, але біля її будинку побачив, що звідти його не видно",9,його|але|я|показати|видно|звідти|біля|її|що,15,9,60.0
"Час тягнувся мляво, без краю",3,без|час|мляво,5,3,60.0
Отож її інтересами я керувався,3,я|отож|її,5,3,60.0
Але як же ж бути,3,бути|як|але,5,3,60.0
"Напевне, тут щось невідоме Тимченку",3,щось|тут|напевне,5,3,60.0
"До вечора нога так спухла, що Григорій не міг ходити",6,до|так|ходити|григорій|нога|що,10,6,60.0
Тут я вже її роздивився,3,я|тут|її,5,3,60.0
"Е, це там начальник лютує",3,начальник|це|там,5,3,60.0
Кінь довіз його до сосни,3,кінь|його|до,5,3,60.0
Тут вони його не бачили,3,його|тут|вони,5,3,60.0
Він зтяг свого шолома геть..,3,свого|геть|він,5,3,60.0
Навіщо вона цю колону хрестить,3,вона|цю|навіщо,5,3,60.0
Але від хлопців щастя втекло,3,щастя|від|але,5,3,60.0
"Але це жарти, царю Мино",3,але|це|жарти,5,3,60.0
Я намагався пригадати її обличчя,3,обличчя|її|я,5,3,60.0
"Лука ненавидів його, але корився",3,лука|його|але,5,3,60.0
— Де є дочка її,3,дочка|її|є,5,3,60.0
що жили півтора року тому,3,тому|жили|що,5,3,60.0
"Вибачте, я мушу піти поговорити..",3,піти|мушу|я,5,3,60.0
Згодом подумалось: кому це треба,3,це|треба|згодом,5,3,60.0
Чай же він людина інтелігентна,3,чай|людина|він,5,3,60.0
"— Ну, як ти тут",3,тут|ти|як,5,3,60.0
"Що ж до щастя, то..",3,щастя|до|що,5,3,60.0
"""Що він тут малює щонеділі?""",3,тут|що|він,5,3,60.0
— як весело йти уперед,3,уперед|як|йти,5,3,60.0
Після обіду час поплив жвавіше,3,після обіду|після|час,5,3,60.0
Це все я вмію робити,3,це|я|все,5,3,60.0
Вона мені ні до чого…,3,мені|до|вона,5,3,60.0
"Нахиляється так, що страшно стало за Мальву, не може впізнати…",6,може|що|впізнати|так|не може|страшно,10,6,60.0
Вони так героїчно машерували вперед,3,так|вперед|вони,5,3,60.0
Не може бути лише головного..,3,може|бути|не може,5,3,60.0
Хто б це міг бути?.,3,це|хто|бути,5,3,60.0
Я сам нещодавно складав його,3,його|я|нещодавно,5,3,60.0
— Звідкіля ти це знаєш,3,звідкіля|це|ти,5,3,60.0
Степан ледве стримав свій подив,3,степан|ледве|подив,5,3,60.0
