Hutsul,Ukrainian
Загойкати,Покликати
Заголодити,Створити Голод
Заголодити,Позбавити Продовольства
Заголодити,Довести До Штучного Голоду
Заголоси,Заголосить
Заголоси,Заплаче
Заголоси,Заридає
Заголоси,Заскиглить
Заголоси,Пустить Сльозу
Загорениця,Чад
Загорениця,Чадний Газ
Загостітиси,Загостювати
Загостітиси,Пригоститися
Загутавси,Забувся
Загутати,Втихомирити
Задержали,Зберегли
Задеревіти,Заціпеніти
Задержєти,Зупинити Кров
Задзьибнути,Сильно Змерзнути
Заднити,"Закрити, Заткнути Бербеницю Дерев'яним Кругом"
Задоволнені,Задоволені
Задоволнити,Задовольняти
Задурно,Без Оплати
Задурно,Задарма
Зажегают,Запалюють
Зажжені,Засвічені
Зажжені,Запалені
Зажжити,Кинути За Драбину
Зажжити,Щось Перекусити
Заздріти,Замітити
Зазилинії,Зазеленіє
Зазилинії,Проросте Трава
Зазирати,Заглядати
Зазівнув,Зазирнув
Зазівнув,Глянув
Зазівнув,Підглянув
Зазнимкувати,Сфотографувати
Заіграли,Заграли
Заіграли,Піднялися
Заїц,Заєць
Зайграти,Заграти
Зайдей,Чужий Чоловік
Зайд'ей,Пришелець
Зайд'ей,Сторонній Чоловік
Зайдейське,"Усе, Що Не Місцеве"
Зайдейське,Чуже
Зайти В Загер,Пізьмувати
Зайшла,Завагітніла
Зайшла,Залетіла
Зайшлий,Заволока
Закарпатє,Закарпаття
Заквартирували,Ночували В Хаті Господаря
Закис,Поки Ти
Закитиси,Затятися
Закін,Святе Таїнство
Закіскати,Заплести Волосся У Косичку
Закіскати,Поробити
Закітична,Прикрашена Китицями
Закльисти,Закляс- Ти
Закльисти,Проклинути
Заклябучіна,Загнута
Заклябучіна,Заокруглена
Заковтати,Підремонтувати Якусь Річ
Закольохандрюєтси,Встигає
Закольохандрюєтси,Не Втомлюється
Закупень,Покупець
Заліжка,Парі
Заліжка,Спір
Залямистий,Завбачливий
Залямистий,Запобігливий
Замізерний,Замалий
Замізерний,Менший
Замізерний,Надто Малий
Заничішшювати,Забруднювати Навколишнє Середовище
Занорий,Упертий
Занюрений,Без Настрою
Занюрений,Похнюплений
Заоглашкувати,Оголосити
Заоглашкувати,Афішувати
Заохочюют,Заохочуюють
Заохочюют,Зацікавлюють
Запалінє Горла,Запалення Горла
Запалінє Горла,Болить Горло
Запалінє Горла,Гуші
Запалінє Горла,Завали
Запалінє Горла,Залози
Запалінє Горла,Мігдали
Запалінє Нирок,Запалення Нирок
Запамнітаї,Запам'ятає
Запамнітаї,Закарбує У Пам'яті
Запамніталосі,Запам'яталося
Запарі,Замерзання У Кисті Рук
Запарі,Зашпори
«За Парканом»,За Кордоном
Запаскє,Жіночий Одяг
Запахторити,Закурити Цигарку
Запахторити,Запалити Люльку
Зап'єткє,Зап'ятки
Запієли,Запіяли
Запізмувати,Заворогувати
Запізмувати,Нагніватиси
Запізмувати,Сердитиси
Заплиє,Запливе
Заплидненє,Запліднення
Заплити,Запливти
Запобігчи,Запобігти
Запобігчи,Попередити
Запоперечіти,Незгода
Запоперечіти,Призупинити Дію
Запрєли,Доспівають
Запрєли,Дозрівають
Запрєсти,Запрягти Коней
Запрєтавси,Заховався
Запросини,Запрошення
Запрошєти,Запрошувати
Запута,Перепона
Зарана,Рано-Вранці
Зарінок,Берег Ріки
Заробйити,Заробити
Засєгнути,Засягнути
Заскаржити,Звинуватити
Заслабий,Малосилий
Заслабий,Ослаблений
Заслонити,Закрити
Заслонити,Заперти
Заслонити,Зашторити
Заспивайтьи,Заспівайте
Заспивати,Виконати Пісню
Заспивати,Заспівати
Заставєти,Вимагати
Заставєти,Змушувати
Заставєти,Примушувати
Заставйити,Приказувати
Застановити,Призупинити
Застановити,Зосередитися
Застоли,Латки На Постолах
Застудена,Низької Температури
Заступці,Сходи
Засув,Запірка
Засув,Засов
Засув,Засувка
Заталапати,Забруднити Чимось
Затверджіні,Запор
Затєкничьні,Малозабезпечені
Затєкничьні,Не Спроможні
